Name,Code,Control code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number,Author
434,L_6,,,339447.377,5626552.496,0.000,,-101.27687339,50.76849230,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
435,L_6,,,339447.880,5626550.601,0.000,,-101.27686543,50.76847541,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
436,L_6,,,339448.375,5626548.703,0.000,,-101.27685759,50.76845850,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
437,L_6,,,339448.861,5626546.804,0.000,,-101.27684987,50.76844156,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
438,L_6,,,339449.339,5626544.902,0.000,,-101.27684227,50.76842461,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
439,L_6,,,339449.809,5626542.998,0.000,,-101.27683478,50.76840763,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
440,L_6,,,339450.269,5626541.092,0.000,,-101.27682742,50.76839063,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
441,L_6,,,339450.722,5626539.184,0.000,,-101.27682018,50.76837361,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
442,L_6,,,339451.165,5626537.274,0.000,,-101.27681306,50.76835657,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
443,L_6,,,339451.600,5626535.362,0.000,,-101.27680607,50.76833951,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
444,L_6,,,339452.027,5626533.449,0.000,,-101.27679919,50.76832243,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
445,L_6,,,339452.445,5626531.533,0.000,,-101.27679243,50.76830533,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
446,L_6,,,339452.854,5626529.615,0.000,,-101.27678580,50.76828821,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
447,L_6,,,339453.254,5626527.696,0.000,,-101.27677928,50.76827108,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
448,L_6,,,339453.646,5626525.774,0.000,,-101.27677289,50.76825392,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
449,L_6,,,339454.030,5626523.851,0.000,,-101.27676662,50.76823675,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
450,L_6,,,339454.405,5626521.927,0.000,,-101.27676047,50.76821956,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
451,L_6,,,339454.771,5626520.000,0.000,,-101.27675444,50.76820235,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
452,L_6,,,339455.128,5626518.072,0.000,,-101.27674854,50.76818512,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
453,L_6,,,339455.477,5626516.143,0.000,,-101.27674275,50.76816788,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
454,L_6,,,339455.817,5626514.212,0.000,,-101.27673709,50.76815062,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
455,L_6,,,339456.148,5626512.279,0.000,,-101.27673155,50.76813335,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
456,L_6,,,339456.471,5626510.345,0.000,,-101.27672613,50.76811606,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
457,L_6,,,339456.785,5626508.410,0.000,,-101.27672084,50.76809875,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
458,L_6,,,339457.090,5626506.473,0.000,,-101.27671567,50.76808143,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
459,L_6,,,339457.387,5626504.534,0.000,,-101.27671062,50.76806410,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
460,L_6,,,339457.675,5626502.595,0.000,,-101.27670569,50.76804675,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
461,L_6,,,339457.954,5626500.654,0.000,,-101.27670089,50.76802939,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
462,L_6,,,339458.225,5626498.712,0.000,,-101.27669621,50.76801201,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
463,L_6,,,339458.486,5626496.769,0.000,,-101.27669165,50.76799462,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
464,L_6,,,339458.739,5626494.824,0.000,,-101.27668722,50.76797722,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
465,L_6,,,339458.984,5626492.879,0.000,,-101.27668291,50.76795980,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
466,L_6,,,339459.219,5626490.932,0.000,,-101.27667872,50.76794238,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
467,L_6,,,339459.446,5626488.984,0.000,,-101.27667466,50.76792494,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
468,L_6,,,339459.664,5626487.036,0.000,,-101.27667072,50.76790749,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
469,L_6,,,339459.873,5626485.086,0.000,,-101.27666690,50.76789003,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
470,L_6,,,339460.074,5626483.135,0.000,,-101.27666321,50.76787256,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
471,L_6,,,339460.266,5626481.184,0.000,,-101.27665964,50.76785507,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
472,L_6,,,339460.449,5626479.232,0.000,,-101.27665620,50.76783758,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
473,L_6,,,339460.623,5626477.279,0.000,,-101.27665288,50.76782008,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
474,L_6,,,339460.788,5626475.325,0.000,,-101.27664968,50.76780257,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
475,L_6,,,339460.945,5626473.370,0.000,,-101.27664661,50.76778505,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
476,L_6,,,339461.093,5626471.415,0.000,,-101.27664366,50.76776752,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
477,L_6,,,339461.232,5626469.459,0.000,,-101.27664083,50.76774998,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
478,L_6,,,339461.362,5626467.503,0.000,,-101.27663813,50.76773244,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
479,L_6,,,339461.484,5626465.546,0.000,,-101.27663556,50.76771489,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
480,L_6,,,339461.597,5626463.588,0.000,,-101.27663311,50.76769733,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
481,L_6,,,339461.700,5626461.630,0.000,,-101.27663078,50.76767976,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
482,L_6,,,339461.796,5626459.671,0.000,,-101.27662858,50.76766219,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
483,L_6,,,339461.882,5626457.712,0.000,,-101.27662650,50.76764461,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
484,L_6,,,339461.960,5626455.753,0.000,,-101.27662454,50.76762703,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
485,L_6,,,339462.028,5626453.794,0.000,,-101.27662272,50.76760944,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
486,L_6,,,339462.088,5626451.834,0.000,,-101.27662101,50.76759184,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
487,L_6,,,339462.139,5626449.873,0.000,,-101.27661943,50.76757424,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
488,L_6,,,339462.182,5626447.913,0.000,,-101.27661798,50.76755664,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
489,L_7,,,339449.176,5626578.770,0.000,,-101.27685936,50.76872889,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
490,L_7,,,339449.798,5626576.881,0.000,,-101.27684973,50.76871208,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
491,L_7,,,339450.411,5626574.988,0.000,,-101.27684021,50.76869525,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
492,L_7,,,339451.015,5626573.093,0.000,,-101.27683082,50.76867838,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
493,L_7,,,339451.611,5626571.195,0.000,,-101.27682155,50.76866149,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
494,L_7,,,339452.198,5626569.294,0.000,,-101.27681240,50.76864458,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
495,L_7,,,339452.777,5626567.391,0.000,,-101.27680337,50.76862763,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
496,L_7,,,339453.346,5626565.485,0.000,,-101.27679447,50.76861066,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
497,L_7,,,339453.908,5626563.576,0.000,,-101.27678568,50.76859367,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
498,L_7,,,339454.460,5626561.665,0.000,,-101.27677702,50.76857665,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
499,L_7,,,339455.004,5626559.751,0.000,,-101.27676848,50.76855960,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
500,L_7,,,339455.539,5626557.835,0.000,,-101.27676007,50.76854253,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
501,L_7,,,339456.065,5626555.917,0.000,,-101.27675177,50.76852544,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
502,L_7,,,339456.582,5626553.996,0.000,,-101.27674360,50.76850832,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
503,L_7,,,339457.091,5626552.072,0.000,,-101.27673555,50.76849118,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
504,L_7,,,339457.591,5626550.147,0.000,,-101.27672763,50.76847402,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
505,L_7,,,339458.082,5626548.219,0.000,,-101.27671983,50.76845683,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
506,L_7,,,339458.565,5626546.289,0.000,,-101.27671215,50.76843962,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
507,L_7,,,339459.038,5626544.357,0.000,,-101.27670460,50.76842239,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
508,L_7,,,339459.503,5626542.423,0.000,,-101.27669717,50.76840514,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
509,L_7,,,339459.959,5626540.486,0.000,,-101.27668986,50.76838786,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
510,L_7,,,339460.406,5626538.548,0.000,,-101.27668268,50.76837057,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
511,L_7,,,339460.845,5626536.607,0.000,,-101.27667562,50.76835325,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
512,L_7,,,339461.274,5626534.665,0.000,,-101.27666869,50.76833592,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
513,L_7,,,339461.695,5626532.720,0.000,,-101.27666188,50.76831856,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
514,L_7,,,339462.106,5626530.774,0.000,,-101.27665520,50.76830119,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
515,L_7,,,339462.509,5626528.826,0.000,,-101.27664864,50.76828379,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
516,L_7,,,339462.903,5626526.876,0.000,,-101.27664221,50.76826638,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
517,L_7,,,339463.288,5626524.924,0.000,,-101.27663590,50.76824895,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
518,L_7,,,339463.664,5626522.971,0.000,,-101.27662972,50.76823150,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
519,L_7,,,339464.032,5626521.016,0.000,,-101.27662366,50.76821403,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
520,L_7,,,339464.390,5626519.059,0.000,,-101.27661773,50.76819655,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
521,L_7,,,339464.740,5626517.100,0.000,,-101.27661192,50.76817905,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
522,L_7,,,339465.080,5626515.140,0.000,,-101.27660624,50.76816153,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
523,L_7,,,339465.412,5626513.179,0.000,,-101.27660069,50.76814399,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
524,L_7,,,339465.734,5626511.216,0.000,,-101.27659526,50.76812644,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
525,L_7,,,339466.048,5626509.251,0.000,,-101.27658996,50.76810888,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
526,L_7,,,339466.353,5626507.285,0.000,,-101.27658478,50.76809130,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
527,L_7,,,339466.649,5626505.318,0.000,,-101.27657973,50.76807370,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
528,L_7,,,339466.935,5626503.350,0.000,,-101.27657481,50.76805609,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
529,L_7,,,339467.213,5626501.380,0.000,,-101.27657001,50.76803847,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
530,L_7,,,339467.482,5626499.409,0.000,,-101.27656534,50.76802083,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
531,L_7,,,339467.742,5626497.436,0.000,,-101.27656080,50.76800318,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
532,L_7,,,339467.993,5626495.463,0.000,,-101.27655638,50.76798552,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
533,L_7,,,339468.235,5626493.488,0.000,,-101.27655210,50.76796784,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
534,L_7,,,339468.467,5626491.512,0.000,,-101.27654793,50.76795015,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
535,L_7,,,339468.691,5626489.536,0.000,,-101.27654390,50.76793245,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
536,L_7,,,339468.906,5626487.558,0.000,,-101.27653999,50.76791474,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
537,L_7,,,339469.112,5626485.579,0.000,,-101.27653621,50.76789702,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
538,L_7,,,339469.309,5626483.600,0.000,,-101.27653256,50.76787928,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
539,L_7,,,339469.497,5626481.619,0.000,,-101.27652903,50.76786154,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
540,L_7,,,339469.675,5626479.638,0.000,,-101.27652564,50.76784378,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
541,L_7,,,339469.845,5626477.656,0.000,,-101.27652237,50.76782602,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
542,L_7,,,339470.006,5626475.673,0.000,,-101.27651922,50.76780825,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
543,L_7,,,339470.158,5626473.689,0.000,,-101.27651621,50.76779046,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
544,L_7,,,339470.300,5626471.705,0.000,,-101.27651332,50.76777267,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
545,L_7,,,339470.434,5626469.720,0.000,,-101.27651056,50.76775488,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
546,L_7,,,339470.558,5626467.735,0.000,,-101.27650793,50.76773707,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
547,L_7,,,339470.674,5626465.749,0.000,,-101.27650543,50.76771926,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
548,L_7,,,339470.780,5626463.762,0.000,,-101.27650306,50.76770143,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
549,L_7,,,339470.878,5626461.775,0.000,,-101.27650081,50.76768361,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
550,L_7,,,339470.966,5626459.788,0.000,,-101.27649869,50.76766577,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
551,L_7,,,339471.045,5626457.800,0.000,,-101.27649670,50.76764793,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
552,L_7,,,339471.115,5626455.812,0.000,,-101.27649484,50.76763009,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
553,L_7,,,339471.177,5626453.823,0.000,,-101.27649310,50.76761224,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
554,L_7,,,339471.229,5626451.835,0.000,,-101.27649150,50.76759438,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
555,L_7,,,339471.272,5626449.846,0.000,,-101.27649002,50.76757652,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
556,L_8,,,339462.585,5626578.767,0.000,,-101.27666936,50.76873257,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
557,L_8,,,339474.982,5626528.722,0.000,,-101.27647187,50.76828631,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
558,L_9,,,339474.982,5626528.722,0.000,,-101.27647187,50.76828631,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
559,L_9,,,339481.299,5626476.290,0.000,,-101.27635948,50.76781692,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
560,L_10,,,339481.299,5626476.290,0.000,,-101.27635948,50.76781692,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
561,L_10,,,339481.930,5626431.439,0.000,,-101.27633097,50.76741407,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
562,L_11,,,339481.930,5626431.439,0.000,,-101.27633097,50.76741407,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
563,L_11,,,339484.457,5626368.268,0.000,,-101.27626760,50.76684713,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
564,L_12,,,339484.457,5626368.268,0.000,,-101.27626760,50.76684713,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
565,L_12,,,339485.742,5626340.002,0.000,,-101.27623707,50.76659350,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
566,L_13,,,339473.666,5626578.767,0.000,,-101.27651235,50.76873564,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
567,L_13,,,339477.824,5626562.676,0.000,,-101.27644640,50.76859220,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
568,L_14,,,339477.824,5626562.676,0.000,,-101.27644640,50.76859220,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
569,L_14,,,339482.878,5626540.408,0.000,,-101.27636508,50.76839350,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
570,L_15,,,339482.878,5626540.408,0.000,,-101.27636508,50.76839350,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
571,L_15,,,339488.247,5626509.297,0.000,,-101.27627542,50.76811543,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
572,L_16,,,339488.247,5626509.297,0.000,,-101.27627542,50.76811543,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
573,L_16,,,339490.932,5626488.924,0.000,,-101.27622849,50.76793311,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
574,L_17,,,339490.932,5626488.924,0.000,,-101.27622849,50.76793311,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
575,L_17,,,339492.353,5626468.236,0.000,,-101.27619933,50.76774760,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
576,L_18,,,339492.353,5626468.236,0.000,,-101.27619933,50.76774760,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
577,L_18,,,339494.406,5626422.437,0.000,,-101.27615026,50.76733663,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
578,L_19,,,339494.406,5626422.437,0.000,,-101.27615026,50.76733663,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
579,L_19,,,339495.196,5626407.276,0.000,,-101.27613246,50.76720062,0.000,Local,,,,,,m,,,,,,,,,,,,,,,,NAD83(CSRS) / UTM zone 14N,,,,,,,,
